1.0041,0.30692
1.1085,0.33264
1.3071,0.38406
1.5037,0.44346
1.7878,0.52394
2.1082,0.598
2.486,0.69044
2.6664,0.73552
3.1702,0.85658
3.7382,0.99471
4.4263,1.1518
5.2627,1.3222
6.2571,1.5309
7.3783,1.7524
8.955,2.0115
10.603,2.309
12.816,2.6277
15.301,2.9904
18.571,3.4425
22.355,3.895
24.577,4.1252
29.952,4.6809
35.907,5.3423
43.76,6.0097
53.772,6.7604
67.173,7.5826
82.2,8.4807
102.69,9.4032
128.81,10.3659
143.97,10.915
206.9,12.669
291.28,14.043
326.9,14.492
415.16,15.611
536.01,16.575
683.53,17.448
878.9,18.419
1130,19.221
1471.1,20.058
1915,20.632
2482.6,21.468
3192.1,21.83
4155.4,22.454
5387.2,22.898
7012.9,23.216
9129,23.606
10162,23.805